PC_0,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22,PC_23,PC_24,PC_25,PC_26,PC_27,PC_28,PC_29,PC_30,PC_31,PC_32,PC_33,PC_34,PC_35,PC_36,PC_37,PC_38,PC_39,PC_40,PC_41,PC_42,PC_43,PC_44,PC_45,PC_46,PC_47,PC_48,PC_49,PC_50,PC_51,PC_52,PC_53,PC_54,PC_55,PC_56,PC_57,PC_58,PC_59,PC_60,PC_61,PC_62,PC_63,PC_64,PC_65,PC_66,PC_67,PC_68,PC_69,PC_70,PC_71,PC_72,PC_73,PC_74,PC_75,PC_76,PC_77,PC_78,PC_79,PC_80,PC_81,PC_82,PC_83,PC_84,PC_85,PC_86,PC_87,PC_88,PC_89,PC_90,PC_91,PC_92,PC_93,PC_94,PC_95,PC_96,PC_97,PC_98,PC_99
-166.37411989136203,-26.25184307104647,8.742999197236307,-45.4278044457539,-2.5091134481966644,-9.87600288086128,4.449365948355707,-0.2324427418892841,-7.258314810365165,-10.640017114893102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673.8264767332449,-478.6419906513274,46.87460018382503,-29.628432439775377,4.616837638283249,-9.342160329527582,-236.71960417200137,38.34857977769396,20.492951028278075,-87.70373157974056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371.2005277225648,363.8987374422284,57.09121627498752,1004.05320831241,28.094779913231783,174.30136175807485,25.693940934533803,141.15347244742895,47.38025531341853,-87.96170740708278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748.8089025133789,309.6038463594492,-316.057105234658,693.4966489085876,15.63494137731972,354.4658217650901,289.79541219939875,-4.572437823878545,-214.28688010235263,142.6710149492153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659.1898860801284,703.147383856417,351.0224880955548,454.1903844855324,58.69922928461413,-173.7009393973501,120.09312788802946,-212.9205296414794,-138.362892892534,-287.24332377154855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607.0328455671702,78.02382914001453,87.01142698477571,449.03746281180025,182.5305647132489,31.159468838239547,114.78803829026307,-77.97494047100847,90.7034467609729,424.5696776307234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342.3130155106398,345.2817173761163,407.57553396796425,546.0400089237293,-78.12564877440916,-403.7212299252121,467.5154667681457,9.346216683787356,-313.4763072174599,107.67852842984372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317.5580279108744,366.7170489884188,-11.275104114337775,511.37091012247606,-149.3176187140804,-6.241080221021446,98.6116013047985,-165.8877968056636,41.81217937268984,-165.58358579286613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965.7478136253096,460.5705994313909,59.23900254737588,872.1653415544183,-343.86620154207725,14.691818258502822,452.4654768216623,193.39637729181192,-169.5555389955571,134.74887629112877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520.912022797486,-66.99343341081872,-123.0120823750568,1028.1173011362675,-420.1635934271718,224.6676980535594,-25.58447028520616,-87.03544017546376,307.70915748583263,1.7690370655867966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
